https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1607385600000,2020-12-08 00:00:00,BTC/USDT,19166.90000000,19294.84000000,18200.00000000,18324.11000000,61626.94761400,1160658077.40465900,1143181
1607299200000,2020-12-07 00:00:00,BTC/USDT,19358.67000000,19420.91000000,18902.88000000,19166.90000000,41372.29629300,793517668.68394607,840954
1607212800000,2020-12-06 00:00:00,BTC/USDT,19147.66000000,19420.00000000,18857.00000000,19359.40000000,37043.09186100,709558933.58290580,820382
1607126400000,2020-12-05 00:00:00,BTC/USDT,18650.51000000,19177.00000000,18500.00000000,19147.66000000,42922.74857300,813445434.13081420,932124
1607040000000,2020-12-04 00:00:00,BTC/USDT,19422.34000000,19527.00000000,18565.31000000,18650.52000000,71283.66820000,1358079975.02549805,1286657
1606953600000,2020-12-03 00:00:00,BTC/USDT,19204.08000000,19598.00000000,18867.20000000,19421.90000000,66689.39127900,1286548310.82670579,1242229
1606867200000,2020-12-02 00:00:00,BTC/USDT,18764.96000000,19342.00000000,18330.00000000,19204.09000000,75911.01347800,1436895344.82594950,1566635
1606780800000,2020-12-01 00:00:00,BTC/USDT,19695.87000000,19888.00000000,18001.12000000,18764.96000000,127698.76265200,2446070334.82879867,2023802
1606694400000,2020-11-30 00:00:00,BTC/USDT,18185.00000000,19863.16000000,18184.99000000,19695.87000000,115463.46688800,2205929119.50533619,1744149
1606608000000,2020-11-29 00:00:00,BTC/USDT,17719.84000000,18360.05000000,17517.00000000,18184.99000000,55329.01630300,996743798.86492166,1141289
1606521600000,2020-11-28 00:00:00,BTC/USDT,17139.53000000,17880.49000000,16865.56000000,17719.85000000,64910.69997000,1128061605.10722507,1209385
1606435200000,2020-11-27 00:00:00,BTC/USDT,17149.47000000,17457.62000000,16438.08000000,17139.52000000,85297.02478700,1446670351.43508800,1572299
1606348800000,2020-11-26 00:00:00,BTC/USDT,18718.83000000,18915.03000000,16188.00000000,17149.47000000,181005.24669300,3127314143.10457491,2770483
1606262400000,2020-11-25 00:00:00,BTC/USDT,19160.00000000,19484.21000000,18500.27000000,18719.11000000,93266.57688700,1774870796.28823277,1785408
1606176000000,2020-11-24 00:00:00,BTC/USDT,18368.01000000,19418.97000000,18018.00000000,19160.01000000,113581.50924100,2145301450.45794128,2179862
1606089600000,2020-11-23 00:00:00,BTC/USDT,18413.88000000,18766.00000000,18000.00000000,18368.00000000,82961.50609300,1529064319.66944352,1629379
1606003200000,2020-11-22 00:00:00,BTC/USDT,18703.80000000,18750.00000000,17610.86000000,18414.43000000,81645.73777800,1497662550.05404281,1528524
1605916800000,2020-11-21 00:00:00,BTC/USDT,18655.66000000,18965.90000000,18308.58000000,18703.80000000,75577.45839400,1413641591.28417115,1451352
1605830400000,2020-11-20 00:00:00,BTC/USDT,17802.81000000,18815.22000000,17740.04000000,18655.67000000,88423.01848900,1623135138.59107146,1444692
1605830400.0,2020-11-20,BTC/USDT,17802.82,18234,17740.04,18130,19852.1,357660187.15,NULL
1605744000000,2020-11-19 00:00:00,BTC/USDT,17777.75000000,18179.80000000,17335.65000000,17802.82000000,93009.56100800,1656794228.85376354,1513304
1605744000.0,2020-11-19,BTC/USDT,17776.12,18179.8,17335.65,17802.82,93009.56,1656794228.85,NULL
1605657600000,2020-11-18 00:00:00,BTC/USDT,17659.38000000,18476.93000000,17214.45000000,17776.12000000,149019.78813400,2663337935.50029849,2091832
1605657600.0,2020-11-18,BTC/USDT,17659.38,18476.93,17214.45,17776.12,149019.79,2663337935.5,NULL
1605571200000,2020-11-17 00:00:00,BTC/USDT,16713.08000000,17858.82000000,16538.00000000,17659.38000000,115221.40310200,1982752071.45051193,1646652
1605571200.0,2020-11-17,BTC/USDT,16713.57,17858.82,16538,17659.38,115221.4,1982752071.45,NULL
1605484800000,2020-11-16 00:00:00,BTC/USDT,15957.00000000,16880.00000000,15864.00000000,16713.57000000,81300.67592400,1335728013.90576045,1202386
1605484800.0,2020-11-16,BTC/USDT,15957,16880,15864,16713.57,81300.68,1335728013.9,NULL
1605398400000,2020-11-15 00:00:00,BTC/USDT,16069.56000000,16180.00000000,15774.72000000,15957.00000000,43596.84151300,696651729.74525343,854441
1605398400.0,2020-11-15,BTC/USDT,16070.45,16180,15774.72,15957,43596.84,696651729.75,NULL
1605312000000,2020-11-14 00:00:00,BTC/USDT,16320.04000000,16326.99000000,15670.00000000,16070.45000000,59116.34717900,944765868.60941899,931424
1605312000.0,2020-11-14,BTC/USDT,16320.7,16326.99,15670,16070.45,59116.35,944765868.61,NULL
1605225600000,2020-11-13 00:00:00,BTC/USDT,16291.85000000,16480.00000000,15952.35000000,16320.70000000,75691.88101400,1230358611.12488923,1208773
1605225600.0,2020-11-13,BTC/USDT,16291.86,16480,15952.35,16320.7,75691.88,1230358611.12,NULL
1605139200000,2020-11-12 00:00:00,BTC/USDT,15684.25000000,16340.70000000,15440.64000000,16291.86000000,102196.35659200,1628755508.67419840,1472049
1605139200.0,2020-11-12,BTC/USDT,15684.24,16340.7,15440.64,16291.86,102196.36,1628755508.67,NULL
1605052800000,2020-11-11 00:00:00,BTC/USDT,15297.21000000,15965.00000000,15272.68000000,15684.24000000,78469.74645800,1226425496.36185528,1247167
1605052800.0,2020-11-11,BTC/USDT,15297.21,15965,15272.68,15684.24,78469.75,1226425496.36,NULL
1604966400000,2020-11-10 00:00:00,BTC/USDT,15328.41000000,15460.00000000,15072.46000000,15297.21000000,61681.91960600,943615126.08915049,1093466
1604966400.0,2020-11-10,BTC/USDT,15328.41,15460,15072.46,15297.21,61681.92,943615126.09,NULL
1604880000000,2020-11-09 00:00:00,BTC/USDT,15475.10000000,15840.00000000,14805.54000000,15328.41000000,108976.33413400,1670447935.51417895,1505441
1604880000.0,2020-11-09,BTC/USDT,15475.1,15840,14805.54,15328.41,108976.33,1670447935.51,NULL
1604793600000,2020-11-08 00:00:00,BTC/USDT,14818.30000000,15650.00000000,14703.88000000,15475.10000000,65547.17857400,998031373.83978030,998773
1604793600.0,2020-11-08,BTC/USDT,14818.3,15650,14703.88,15475.1,65547.18,998031373.84,NULL
1604707200000,2020-11-07 00:00:00,BTC/USDT,15579.93000000,15753.52000000,14344.22000000,14818.30000000,101431.20655300,1536510177.09147370,1557021
1604707200.0,2020-11-07,BTC/USDT,15579.92,15753.52,14344.22,14818.3,101431.21,1536510177.09,NULL
1604620800000,2020-11-06 00:00:00,BTC/USDT,15590.02000000,15960.00000000,15166.00000000,15579.92000000,122618.19769500,1909660728.82292043,1654968
1604620800.0,2020-11-06,BTC/USDT,15590.02,15960,15166,15579.92,122618.2,1909660728.82,NULL
1604534400000,2020-11-05 00:00:00,BTC/USDT,14144.01000000,15750.00000000,14093.56000000,15590.02000000,143741.52267300,2131865609.29089107,1736055
1604534400.0,2020-11-05,BTC/USDT,14144.01,15750,14093.56,15590.02,143741.52,2131865609.29,NULL
1604448000000,2020-11-04 00:00:00,BTC/USDT,14023.53000000,14259.00000000,13525.00000000,14144.01000000,93016.98826200,1293872665.41796188,1212959
1604448000.0,2020-11-04,BTC/USDT,14023.53,14259,13525,14144.01,93016.99,1293872665.42,NULL
1604361600000,2020-11-03 00:00:00,BTC/USDT,13549.63000000,14066.11000000,13284.99000000,14023.53000000,74115.63078700,1009402087.71046155,1052569
1604361600.0,2020-11-03,BTC/USDT,13549.37,14066.11,13284.99,14023.53,74115.63,1009402087.71,NULL
1604275200000,2020-11-02 00:00:00,BTC/USDT,13761.49000000,13830.00000000,13195.05000000,13549.37000000,64566.42190800,873629993.83139279,869850
1604275200.0,2020-11-02,BTC/USDT,13761.5,13830,13195.05,13549.37,64566.42,873629993.83,NULL
1604188800000,2020-11-01 00:00:00,BTC/USDT,13791.00000000,13895.00000000,13603.00000000,13761.50000000,36285.64852600,499124369.07532642,606248
1604188800.0,2020-11-01,BTC/USDT,13791,13895,13603,13761.5,36285.65,499124369.08,NULL
1604102400000,2020-10-31 00:00:00,BTC/USDT,13560.10000000,14100.00000000,13411.50000000,13791.00000000,67339.23851500,927048458.54236180,1022202
1604102400.0,2020-10-31,BTC/USDT,13560.1,14100,13411.5,13791,67339.24,927048458.54,NULL
1604016000000,2020-10-30 00:00:00,BTC/USDT,13455.69000000,13669.98000000,13115.00000000,13560.10000000,70657.77888100,946818817.55750918,1060387
1604016000.0,2020-10-30,BTC/USDT,13455.7,13669.98,13115,13560.1,70657.78,946818817.56,NULL
1603929600000,2020-10-29 00:00:00,BTC/USDT,13266.40000000,13642.91000000,12920.77000000,13455.70000000,74872.60213200,997867948.86097431,1008433
1603929600.0,2020-10-29,BTC/USDT,13266.4,13642.91,12920.77,13455.7,74872.6,997867948.86,NULL
1603843200000,2020-10-28 00:00:00,BTC/USDT,13636.16000000,13859.48000000,12888.00000000,13266.40000000,94440.56122600,1263487952.99515693,1234511
1603843200.0,2020-10-28,BTC/USDT,13636.17,13859.48,12888,13266.4,94440.56,1263487952.99,NULL
1603756800000,2020-10-27 00:00:00,BTC/USDT,13052.15000000,13789.29000000,13019.87000000,13636.17000000,80796.55399600,1085214437.75111358,1003550
1603756800.0,2020-10-27,BTC/USDT,13052.19,13789.29,13019.87,13636.17,80811.02,1085403903.13,NULL
1603670400000,2020-10-26 00:00:00,BTC/USDT,13029.64000000,13238.81000000,12765.00000000,13052.19000000,60951.67298600,794395722.45334551,818144
1603670400.0,2020-10-26,BTC/USDT,13028.83,13238.81,12765,13052.19,60951.67,794395722.45,NULL
1603584000000,2020-10-25 00:00:00,BTC/USDT,13111.73000000,13350.00000000,12888.00000000,13028.83000000,38481.57950400,502672049.22905163,610498
1603584000.0,2020-10-25,BTC/USDT,13111.73,13350,12888,13028.83,38481.58,502672049.23,NULL
1603497600000,2020-10-24 00:00:00,BTC/USDT,12923.06000000,13166.73000000,12870.00000000,13111.73000000,35952.20907000,468299521.76966531,536821
1603497600.0,2020-10-24,BTC/USDT,12923.07,13166.73,12870,13111.73,35952.21,468299521.77,NULL
1603411200000,2020-10-23 00:00:00,BTC/USDT,12968.84000000,13027.69000000,12720.08000000,12923.07000000,50386.99984100,650680239.11014686,699313
1603411200.0,2020-10-23,BTC/USDT,12968.52,13027.69,12720.08,12923.07,50387.0,650680239.11,NULL
1603324800000,2020-10-22 00:00:00,BTC/USDT,12780.75000000,13185.00000000,12678.08000000,12968.52000000,70038.82414400,905778888.87029065,1035811
1603324800.0,2020-10-22,BTC/USDT,12780.96,13185,12678.08,12968.52,70038.82,905778888.87,NULL
1603238400000,2020-10-21 00:00:00,BTC/USDT,11910.00000000,13217.68000000,11886.95000000,12780.96000000,114584.45676700,1437122186.63399548,1453620
1603238400.0,2020-10-21,BTC/USDT,11909.99,13217.68,11886.95,12780.96,114584.46,1437122186.63,NULL
1603152000000,2020-10-20 00:00:00,BTC/USDT,11751.46000000,12038.38000000,11677.59000000,11909.99000000,62134.75066300,737425592.08197176,906111
1603152000.0,2020-10-20,BTC/USDT,11751.47,12038.38,11677.59,11909.99,62129.57,737363649.0,NULL
1603065600000,2020-10-19 00:00:00,BTC/USDT,11503.14000000,11823.99000000,11407.96000000,11751.47000000,47414.53469200,550728683.79927939,650960
1603065600.0,2020-10-19,BTC/USDT,11503.14,11823.99,11407.96,11751.47,47414.53,550728683.8,NULL
1602979200000,2020-10-18 00:00:00,BTC/USDT,11360.31000000,11505.00000000,11346.22000000,11503.14000000,23284.04119100,266150824.34809863,346946
1602979200.0,2020-10-18,BTC/USDT,11360.2,11505,11346.22,11503.14,23284.04,266150824.35,NULL
1602892800000,2020-10-17 00:00:00,BTC/USDT,11319.24000000,11402.42000000,11255.00000000,11360.20000000,22368.91524100,253582775.96265448,365973
1602892800.0,2020-10-17,BTC/USDT,11319.32,11402.42,11255,11360.2,22368.92,253582775.96,NULL
1602806400000,2020-10-16 00:00:00,BTC/USDT,11505.13000000,11541.15000000,11200.00000000,11319.32000000,48797.74950200,553211001.61225689,693210
1602806400.0,2020-10-16,BTC/USDT,11505.12,11541.15,11200,11319.32,48797.75,553211001.61,NULL
1602720000000,2020-10-15 00:00:00,BTC/USDT,11417.89000000,11617.34000000,11250.83000000,11505.12000000,48760.71767900,556436445.55762819,662386
1602720000.0,2020-10-15,BTC/USDT,11417.89,11617.34,11250.83,11505.12,48760.72,556436445.56,NULL
1602633600000,2020-10-14 00:00:00,BTC/USDT,11420.57000000,11547.98000000,11280.00000000,11417.89000000,41415.10601500,472007015.72093425,590025
1602633600.0,2020-10-14,BTC/USDT,11420.56,11547.98,11280,11417.89,41415.11,472007015.72,NULL
1602547200000,2020-10-13 00:00:00,BTC/USDT,11528.24000000,11557.00000000,11300.00000000,11420.56000000,42205.28370900,482663390.72403579,618262
1602547200.0,2020-10-13,BTC/USDT,11528.25,11557,11300,11420.56,42205.28,482663390.72,NULL
1602460800000,2020-10-12 00:00:00,BTC/USDT,11369.02000000,11720.01000000,11172.00000000,11528.25000000,52825.28371000,604779845.79201771,740823
1602460800.0,2020-10-12,BTC/USDT,11369.02,11720.01,11172,11528.25,52825.28,604779845.79,NULL
1602374400000,2020-10-11 00:00:00,BTC/USDT,11293.22000000,11445.00000000,11221.00000000,11369.02000000,29043.85133900,329927755.03808506,509714
1602374400.0,2020-10-11,BTC/USDT,11293.22,11445,11221,11369.02,29043.85,329927755.04,NULL
1602288000000,2020-10-10 00:00:00,BTC/USDT,11050.64000000,11491.00000000,11050.51000000,11293.22000000,43648.03694300,494785212.23087354,698561
1602288000.0,2020-10-10,BTC/USDT,11050.64,11491,11050.51,11293.22,43648.04,494785212.23,NULL
1602201600000,2020-10-09 00:00:00,BTC/USDT,10925.44000000,11104.64000000,10829.00000000,11050.64000000,48240.07323700,530822321.51623468,635681
1602201600.0,2020-10-09,BTC/USDT,10925.57,11104.64,10829,11050.64,48240.07,530822321.52,NULL
1602115200000,2020-10-08 00:00:00,BTC/USDT,10666.40000000,10950.00000000,10530.41000000,10925.57000000,51959.69157200,559311760.44148029,659291
1602115200.0,2020-10-08,BTC/USDT,10666.39,10950,10530.41,10925.57,51959.69,559311760.44,NULL
1602028800000,2020-10-07 00:00:00,BTC/USDT,10599.65000000,10681.87000000,10546.17000000,10666.39000000,32811.99027900,348298562.85686264,503440
1602028800.0,2020-10-07,BTC/USDT,10599.66,10681.87,10546.17,10666.39,32811.99,348298562.86,NULL
1601942400000,2020-10-06 00:00:00,BTC/USDT,10792.20000000,10800.00000000,10525.00000000,10599.66000000,48674.74047100,520051256.08219917,734526
1601942400.0,2020-10-06,BTC/USDT,10792.21,10800,10525,10599.66,48674.74,520051256.08,NULL
1601856000000,2020-10-05 00:00:00,BTC/USDT,10666.62000000,10798.00000000,10615.64000000,10792.21000000,34025.76165300,364158510.23798056,483340
1601856000.0,2020-10-05,BTC/USDT,10666.63,10798,10615.64,10792.21,34025.76,364158510.24,NULL
1601769600000,2020-10-04 00:00:00,BTC/USDT,10542.07000000,10696.87000000,10517.87000000,10666.63000000,23212.00159500,246252050.90681072,377553
1601769600.0,2020-10-04,BTC/USDT,10542.06,10696.87,10517.87,10666.63,23212.0,246252050.91,NULL
1601683200000,2020-10-03 00:00:00,BTC/USDT,10570.40000000,10603.56000000,10496.46000000,10542.06000000,22298.22134100,235160884.60853616,381329
1601683200.0,2020-10-03,BTC/USDT,10570.4,10603.56,10496.46,10542.06,22298.22,235160884.61,NULL
1601596800000,2020-10-02 00:00:00,BTC/USDT,10619.13000000,10664.64000000,10374.00000000,10570.40000000,50130.39370500,526864379.30936534,777193
1601596800.0,2020-10-02,BTC/USDT,10619.13,10664.64,10374,10570.4,50130.39,526864379.31,NULL
1601510400000,2020-10-01 00:00:00,BTC/USDT,10776.59000000,10920.00000000,10437.00000000,10619.13000000,60866.33289300,652168989.46173484,794855
1601510400.0,2020-10-01,BTC/USDT,10776.59,10920,10437,10619.13,60866.33,652168989.46,NULL
1601424000000,2020-09-30 00:00:00,BTC/USDT,10840.58000000,10849.34000000,10665.13000000,10776.59000000,39596.02732200,425279696.28526338,595383
1601424000.0,2020-09-30,BTC/USDT,10840.48,10849.34,10665.13,10776.59,39596.03,425279696.29,NULL
1601337600000,2020-09-29 00:00:00,BTC/USDT,10696.11000000,10867.54000000,10635.87000000,10840.48000000,41874.89839900,449345822.46022889,587576
1601337600.0,2020-09-29,BTC/USDT,10696.12,10867.54,10635.87,10840.48,41874.9,449345822.46,NULL
1601251200000,2020-09-28 00:00:00,BTC/USDT,10774.26000000,10950.00000000,10626.00000000,10696.12000000,50095.25173400,544463219.59780924,686664
1601251200.0,2020-09-28,BTC/USDT,10774.25,10950,10626,10696.12,50095.25,544463219.6,NULL
1601164800000,2020-09-27 00:00:00,BTC/USDT,10728.59000000,10799.00000000,10594.82000000,10774.25000000,30549.48325300,327169249.45499568,516004
1601164800.0,2020-09-27,BTC/USDT,10728.6,10799,10594.82,10774.25,30549.48,327169249.45,NULL
1601078400000,2020-09-26 00:00:00,BTC/USDT,10686.57000000,10820.94000000,10644.68000000,10728.60000000,28420.83665900,304511477.68085537,502670
1601078400.0,2020-09-26,BTC/USDT,10686.67,10820.94,10644.68,10728.6,28420.84,304511477.68,NULL
1600992000000,2020-09-25 00:00:00,BTC/USDT,10736.33000000,10760.53000000,10556.24000000,10686.67000000,48101.11700800,512647249.14932008,733430
1600992000.0,2020-09-25,BTC/USDT,10736.32,10760.53,10556.24,10686.67,48101.12,512647249.15,NULL
1600905600000,2020-09-24 00:00:00,BTC/USDT,10241.46000000,10795.24000000,10190.93000000,10736.32000000,57676.61942700,604520870.05563795,789282
1600905600.0,2020-09-24,BTC/USDT,10241.46,10795.24,10190.93,10736.32,57676.62,604520870.06,NULL
1600819200000,2020-09-23 00:00:00,BTC/USDT,10529.61000000,10537.15000000,10136.82000000,10241.46000000,51876.56807900,539362015.15746196,774391
1600819200.0,2020-09-23,BTC/USDT,10529.61,10537.15,10136.82,10241.46,51876.57,539362015.16,NULL
1600732800000,2020-09-22 00:00:00,BTC/USDT,10417.22000000,10572.71000000,10353.00000000,10529.61000000,43991.23547600,460362500.72840808,738576
1600732800.0,2020-09-22,BTC/USDT,10417.22,10572.71,10353,10529.61,43985.47,460302252.13,NULL
1600646400000,2020-09-21 00:00:00,BTC/USDT,10920.28000000,10988.86000000,10296.35000000,10417.22000000,70683.43117900,751020795.23588369,1028531
1600646400.0,2020-09-21,BTC/USDT,10920.28,10988.86,10296.35,10417.22,70683.43,751020795.24,NULL
1600560000000,2020-09-20 00:00:00,BTC/USDT,11080.64000000,11080.64000000,10723.00000000,10920.28000000,39157.92256500,426815210.75551225,646329
1600560000.0,2020-09-20,BTC/USDT,11080.65,11080.65,10723,10920.28,39157.92,426815210.76,NULL
1600473600000,2020-09-19 00:00:00,BTC/USDT,10933.40000000,11179.79000000,10887.37000000,11080.65000000,38440.03685800,423651901.15773042,620127
1600473600.0,2020-09-19,BTC/USDT,10933.39,11179.79,10887.37,11080.65,38440.04,423651901.16,NULL
1600387200000,2020-09-18 00:00:00,BTC/USDT,10940.00000000,11038.03000000,10812.84000000,10933.39000000,47266.72827500,516147935.66922837,717371
1600387200.0,2020-09-18,BTC/USDT,10939.99,11038.03,10812.84,10933.39,47266.73,516147935.67,NULL
1600300800000,2020-09-17 00:00:00,BTC/USDT,10954.01000000,11045.46000000,10745.83000000,10939.99000000,55601.61452900,605010288.77992461,829137
1600300800.0,2020-09-17,BTC/USDT,10954.01,11045.46,10745.83,10939.99,55601.61,605010288.78,NULL
1600214400000,2020-09-16 00:00:00,BTC/USDT,10785.23000000,11093.00000000,10661.22000000,10954.01000000,64991.51244000,708644989.48306988,884153
1600214400.0,2020-09-16,BTC/USDT,10785.31,11093,10661.22,10954.01,64991.51,708644989.48,NULL
1600128000000,2020-09-15 00:00:00,BTC/USDT,10671.77000000,10930.04000000,10606.48000000,10785.31000000,61822.45278600,666457161.14913774,893852
1600128000.0,2020-09-15,BTC/USDT,10671.77,10930.04,10606.48,10785.31,61822.45,666457161.15,NULL
1600041600000,2020-09-14 00:00:00,BTC/USDT,10332.84000000,10750.00000000,10212.34000000,10671.77000000,67059.29136100,706175591.38661278,828957
1600041600.0,2020-09-14,BTC/USDT,10332.83,10750,10212.34,10671.77,67059.29,706175591.39,NULL
1599955200000,2020-09-13 00:00:00,BTC/USDT,10440.67000000,10580.11000000,10200.00000000,10332.83000000,43837.60986500,455338605.32914889,692439
1599955200.0,2020-09-13,BTC/USDT,10440.92,10580.11,10200,10332.83,43837.61,455338605.33,NULL
1599868800000,2020-09-12 00:00:00,BTC/USDT,10387.89000000,10477.97000000,10269.25000000,10440.92000000,35379.15309600,366912671.44372690,577724
1599868800.0,2020-09-12,BTC/USDT,10387.89,10477.97,10269.25,10440.92,35379.15,366912671.44,NULL
1599782400000,2020-09-11 00:00:00,BTC/USDT,10336.86000000,10397.60000000,10200.00000000,10387.89000000,43830.25446700,451241002.66033623,637869
1599782400.0,2020-09-11,BTC/USDT,10336.87,10397.6,10200,10387.89,43830.25,451241002.66,NULL
1599696000000,2020-09-10 00:00:00,BTC/USDT,10219.29000000,10483.35000000,10070.83000000,10336.87000000,58253.75375000,602390078.49228073,851877
1599696000.0,2020-09-10,BTC/USDT,10219.2,10483.35,10070.83,10336.87,58253.75,602390078.49,NULL
1599609600000,2020-09-09 00:00:00,BTC/USDT,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.11377600,503082625.21479094,755560
1599609600.0,2020-09-09,BTC/USDT,10126.65,10343,9981.01,10219.2,49347.11,503082625.22,NULL
1599523200000,2020-09-08 00:00:00,BTC/USDT,10373.45000000,10438.00000000,9850.00000000,10126.65000000,73491.87841800,742947901.97123937,1048125
1599523200.0,2020-09-08,BTC/USDT,10373.44,10438,9850,10126.65,73491.84,742947562.18,NULL
1599436800000,2020-09-07 00:00:00,BTC/USDT,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.23067600,634278537.81510948,927363
1599436800.0,2020-09-07,BTC/USDT,10256.2,10410.75,9875,10373.44,62620.23,634278537.82,NULL
1599350400000,2020-09-06 00:00:00,BTC/USDT,10166.69000000,10347.14000000,9994.86000000,10256.20000000,56368.78881500,574903000.23517457,1053192
1599350400.0,2020-09-06,BTC/USDT,10166.69,10347.14,9994.86,10256.2,56368.79,574903000.23,NULL
1599264000000,2020-09-05 00:00:00,BTC/USDT,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.60556800,917578408.87611822,1476782
1599264000.0,2020-09-05,BTC/USDT,10446.25,10565.68,9825,10166.69,90001.61,917578408.88,NULL
1599177600000,2020-09-04 00:00:00,BTC/USDT,10138.29000000,10627.05000000,9875.50000000,10446.25000000,92733.59911300,959925718.35127546,1434860
1599177600.0,2020-09-04,BTC/USDT,10140.85,10627.05,9875.5,10446.25,92733.6,959925718.35,NULL
1599091200000,2020-09-03 00:00:00,BTC/USDT,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.10601500,1325106403.31586748,1611610
1599091200.0,2020-09-03,BTC/USDT,11388.54,11462.6,9960.8,10140.85,121950.11,1325106403.31,NULL
1599004800000,2020-09-02 00:00:00,BTC/USDT,11921.97000000,11954.57000000,11160.10000000,11388.54000000,87221.84560200,1005391012.13387515,1373524
1599004800.0,2020-09-02,BTC/USDT,11921.97,11954.57,11160.1,11388.54,87221.85,1005391012.14,NULL
1598918400000,2020-09-01 00:00:00,BTC/USDT,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800,928047313.48896665,1321492
1598918400.0,2020-09-01,BTC/USDT,11649.51,12050.85,11515,11921.97,78148.19,928047313.49,NULL
1598832000000,2020-08-31 00:00:00,BTC/USDT,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.61774400,646723855.57145354,822062
1598832000.0,2020-08-31,BTC/USDT,11711.16,11800.77,11570,11649.51,55353.62,646723855.57,NULL
1598745600000,2020-08-30 00:00:00,BTC/USDT,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400,501375342.93503890,756541
1598745600.0,2020-08-30,BTC/USDT,11465.84,11719,11458,11711.16,43177.88,501375342.94,NULL
1598659200000,2020-08-29 00:00:00,BTC/USDT,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.79920000,379228275.27072239,611834
1598659200.0,2020-08-29,BTC/USDT,11526.91,11580.02,11417.04,11465.84,32973.8,379228275.27,NULL
1598572800000,2020-08-28 00:00:00,BTC/USDT,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500,525606229.65425099,719985
1598572800.0,2020-08-28,BTC/USDT,11330.38,11542.65,11276.89,11526.91,45953.91,525606229.65,NULL
1598486400000,2020-08-27 00:00:00,BTC/USDT,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.03638300,717474981.66401255,959270
1598486400.0,2020-08-27,BTC/USDT,11461.43,11592.2,11125,11330.38,63246.04,717474981.66,NULL
