https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1581811200.0,2020-02-16,BTC/USDT,9904.72,10050,9638.12,9917.27,54058.8,533803666.97,NULL
1581724800000,2020-02-15 00:00:00,BTC/USDT,10344.36000000,10375.00000000,9801.00000000,9904.72000000,57657.20294700,580845331.17478468,739781
1581724800.0,2020-02-15,BTC/USDT,10344.36,10375,9801,9904.72,38225.68,386941941.13,NULL
1581638400000,2020-02-14 00:00:00,BTC/USDT,10227.78000000,10381.56000000,10111.37000000,10344.36000000,47038.48017300,482455622.00362595,622310
1581638400.0,2020-02-14,BTC/USDT,10229.63,10381.56,10111.37,10344.36,43024.5,441284907.11,NULL
1581552000000,2020-02-13 00:00:00,BTC/USDT,10325.33000000,10500.00000000,10080.00000000,10229.63000000,79344.35875900,815507473.73536100,932802
1581552000.0,2020-02-13,BTC/USDT,10326.46,10500,10080,10229.63,70225.77,721834854.0,NULL
1581465600000,2020-02-12 00:00:00,BTC/USDT,10223.08000000,10450.00000000,10223.08000000,10326.46000000,61008.06393000,629756037.51607864,857655
1581465600.0,2020-02-12,BTC/USDT,10223.08,10450,10223.08,10326.46,55160.49,569404621.3,NULL
1581379200000,2020-02-11 00:00:00,BTC/USDT,9851.74000000,10323.59000000,9700.00000000,10223.08000000,62422.39522400,624970415.40547413,710170
1581379200.0,2020-02-11,BTC/USDT,9851.83,10323.59,9700,10223.08,56258.38,563151083.45,NULL
1581292800000,2020-02-10 00:00:00,BTC/USDT,10151.72000000,10188.00000000,9756.00000000,9851.83000000,59573.08461900,590091358.44290697,690308
1581292800.0,2020-02-10,BTC/USDT,10151.75,10188,9756,9851.83,53866.71,533579979.93,NULL
1581206400000,2020-02-09 00:00:00,BTC/USDT,9895.04000000,10166.00000000,9880.75000000,10151.75000000,43408.47561600,437441704.90539635,536848
1581206400.0,2020-02-09,BTC/USDT,9895.05,10166,9880.75,10151.75,39817.75,401252974.18,NULL
1581120000000,2020-02-08 00:00:00,BTC/USDT,9813.87000000,9940.00000000,9667.11000000,9895.05000000,43600.84366600,427781790.20081596,514573
1581120000.0,2020-02-08,BTC/USDT,9813.73,9940,9667.11,9895.05,39960.5,392070766.77,NULL
1581033600000,2020-02-07 00:00:00,BTC/USDT,9772.00000000,9885.00000000,9730.00000000,9813.73000000,43966.11463200,430744860.18143928,582249
1581033600.0,2020-02-07,BTC/USDT,9772,9885,9730,9813.73,40374.42,395553053.5,NULL
1580947200000,2020-02-06 00:00:00,BTC/USDT,9612.03000000,9862.57000000,9526.35000000,9772.00000000,64949.70658800,631245079.82238119,682179
1580947200.0,2020-02-06,BTC/USDT,9612.04,9862.57,9526.35,9772,59349.94,576799852.35,NULL
1580860800000,2020-02-05 00:00:00,BTC/USDT,9197.02000000,9744.45000000,9177.22000000,9612.04000000,64870.41561500,613540574.78183120,661758
1580860800.0,2020-02-05,BTC/USDT,9197.02,9744.45,9177.22,9612.04,59261.36,560402763.42,NULL
1580774400000,2020-02-04 00:00:00,BTC/USDT,9291.35000000,9350.00000000,9093.01000000,9197.02000000,53308.17526600,491136137.21076251,528930
1580774400.0,2020-02-04,BTC/USDT,9292.24,9350,9093.01,9197.02,48880.11,450356686.57,NULL
1580688000000,2020-02-03 00:00:00,BTC/USDT,9331.59000000,9618.79000000,9234.00000000,9292.24000000,50892.13345100,476379993.49247244,492124
1580688000.0,2020-02-03,BTC/USDT,9331.51,9618.79,9234,9292.24,46211.66,432518251.02,NULL
1580601600000,2020-02-02 00:00:00,BTC/USDT,9384.41000000,9477.03000000,9120.00000000,9331.51000000,45690.91254000,428064088.69046830,446558
1580601600.0,2020-02-02,BTC/USDT,9384.61,9477.03,9120,9331.51,41945.81,393069356.06,NULL
1580515200000,2020-02-01 00:00:00,BTC/USDT,9351.71000000,9464.53000000,9281.00000000,9384.61000000,28578.06735400,268137739.99333750,334972
1580515200.0,2020-02-01,BTC/USDT,9352.89,9464.53,9281,9384.61,26746.06,250954187.45,NULL
1580428800000,2020-01-31 00:00:00,BTC/USDT,9511.52000000,9530.22000000,9210.01000000,9352.89000000,45552.02235200,425779010.40653666,428547
1580428800.0,2020-01-31,BTC/USDT,9513.21,9530.22,9210.01,9352.89,41761.34,390349472.82,NULL
1580342400000,2020-01-30 00:00:00,BTC/USDT,9301.57000000,9578.00000000,9204.44000000,9513.21000000,60626.74425900,569652869.81968368,529570
1580342400.0,2020-01-30,BTC/USDT,9301.53,9578,9204.44,9513.21,55439.48,520899545.93,NULL
1580256000000,2020-01-29 00:00:00,BTC/USDT,9375.34000000,9449.24000000,9216.00000000,9301.53000000,53864.06512200,503188568.83635783,492545
1580256000.0,2020-01-29,BTC/USDT,9374.21,9449.24,9216,9301.53,49045.52,458185206.44,NULL
1580169600000,2020-01-28 00:00:00,BTC/USDT,8907.57000000,9400.00000000,8862.40000000,9374.21000000,74584.85376500,676593159.48233962,616678
1580169600.0,2020-01-28,BTC/USDT,8907.57,9400,8862.4,9374.21,67139.07,609032042.18,NULL
1580083200000,2020-01-27 00:00:00,BTC/USDT,8614.39000000,9000.00000000,8535.00000000,8907.57000000,53973.54299600,473194952.80446884,514196
1580083200.0,2020-01-27,BTC/USDT,8615,9000,8535,8907.57,49052.91,430022719.13,NULL
1579996800000,2020-01-26 00:00:00,BTC/USDT,8340.01000000,8618.13000000,8293.66000000,8615.00000000,31130.48516400,263941925.27299900,332612
1579996800.0,2020-01-26,BTC/USDT,8340.58,8618.13,8293.66,8615,28775.88,243966731.84,NULL
1579910400000,2020-01-25 00:00:00,BTC/USDT,8438.99000000,8451.26000000,8254.90000000,8340.58000000,25521.15793200,212869245.63589778,283118
1579910400.0,2020-01-25,BTC/USDT,8439,8451.26,8254.9,8340.58,23704.04,197715892.36,NULL
1579824000000,2020-01-24 00:00:00,BTC/USDT,8404.52000000,8528.02000000,8238.00000000,8439.00000000,41687.52952900,349874174.79003938,407271
1579824000.0,2020-01-24,BTC/USDT,8404.52,8528.02,8238,8439,37915.34,318243231.34,NULL
1579737600000,2020-01-23 00:00:00,BTC/USDT,8682.77000000,8691.81000000,8306.39000000,8404.52000000,48165.94459700,407428808.67533703,464805
1579737600.0,2020-01-23,BTC/USDT,8682.36,8691.81,8306.39,8404.52,43503.83,368015973.52,NULL
1579651200000,2020-01-22 00:00:00,BTC/USDT,8736.04000000,8818.00000000,8590.00000000,8682.36000000,29080.55713800,252638888.21492550,317424
1579651200.0,2020-01-22,BTC/USDT,8736.03,8818,8590,8682.36,26606.87,231150378.63,NULL
1579564800000,2020-01-21 00:00:00,BTC/USDT,8642.35000000,8789.00000000,8488.00000000,8736.03000000,36494.68765900,316056704.98473800,365621
1579564800.0,2020-01-21,BTC/USDT,8642.35,8789,8488,8736.03,33291.5,288321139.87,NULL
1579478400000,2020-01-20 00:00:00,BTC/USDT,8701.72000000,8746.99000000,8521.28000000,8642.35000000,38896.63974600,336447837.00180591,385006
1579478400.0,2020-01-20,BTC/USDT,8701.7,8746.99,8521.28,8642.35,35807.9,309740988.53,NULL
1579392000000,2020-01-19 00:00:00,BTC/USDT,8915.09000000,9198.98000000,8466.00000000,8701.70000000,70676.88925900,623950864.27629280,615665
1579392000.0,2020-01-19,BTC/USDT,8915.96,9198.98,8466,8701.7,63049.82,556820241.63,NULL
1579305600000,2020-01-18 00:00:00,BTC/USDT,8913.27000000,8988.88000000,8806.38000000,8915.96000000,38294.74654500,340852837.91608031,458182
1579305600.0,2020-01-18,BTC/USDT,8913.28,8988.88,8806.38,8915.96,35353.75,314671064.89,NULL
1579219200000,2020-01-17 00:00:00,BTC/USDT,8720.15000000,9041.65000000,8672.44000000,8913.28000000,70897.73737700,629568740.70700897,676403
1579219200.0,2020-01-17,BTC/USDT,8720.01,9041.65,8672.44,8913.28,64388.51,571745481.35,NULL
1579132800000,2020-01-16 00:00:00,BTC/USDT,8820.01000000,8859.81000000,8586.00000000,8720.01000000,51991.07428400,451752380.28108111,543064
1579132800.0,2020-01-16,BTC/USDT,8821.41,8859.81,8586,8720.01,47421.64,412049423.4,NULL
1579046400000,2020-01-15 00:00:00,BTC/USDT,8814.64000000,8916.48000000,8564.00000000,8821.41000000,84816.29760600,743712237.27908164,764048
1579046400.0,2020-01-15,BTC/USDT,8810.01,8916.48,8564,8821.41,76661.43,672219490.57,NULL
1578960000000,2020-01-14 00:00:00,BTC/USDT,8110.34000000,8880.00000000,8105.54000000,8810.01000000,120399.12674200,1032735180.86587384,915328
1578960000.0,2020-01-14,BTC/USDT,8110.34,8880,8105.54,8810.01,107343.57,920676991.36,NULL
1578873600000,2020-01-13 00:00:00,BTC/USDT,8184.97000000,8196.00000000,8055.89000000,8110.34000000,31159.75568300,252656965.35815013,289144
1578873600.0,2020-01-13,BTC/USDT,8184.98,8196,8055.89,8110.34,28881.44,234189183.33,NULL
1578787200000,2020-01-12 00:00:00,BTC/USDT,8020.01000000,8197.00000000,7960.00000000,8184.98000000,38131.49433600,309351920.45885002,350662
1578787200.0,2020-01-12,BTC/USDT,8020.01,8197,7960,8184.98,35192.02,285515916.7,NULL
1578700800000,2020-01-11 00:00:00,BTC/USDT,8198.86000000,8286.34000000,8003.16000000,8020.01000000,54810.03266700,445034349.56470204,469131
1578700800.0,2020-01-11,BTC/USDT,8197.02,8286.34,8003.16,8020.01,50145.37,407130953.77,NULL
1578614400000,2020-01-10 00:00:00,BTC/USDT,7817.74000000,8199.00000000,7672.00000000,8197.02000000,82406.77744800,652774220.38843703,606101
1578614400.0,2020-01-10,BTC/USDT,7817.76,8199,7672,8197.02,74805.42,592502799.28,NULL
1578528000000,2020-01-09 00:00:00,BTC/USDT,8054.72000000,8055.96000000,7750.00000000,7817.76000000,64239.51983000,507258250.47487964,478800
1578528000.0,2020-01-09,BTC/USDT,8055.98,8055.98,7750,7817.76,58498.62,461938364.87,NULL
1578441600000,2020-01-08 00:00:00,BTC/USDT,8145.92000000,8455.00000000,7870.00000000,8055.98000000,112622.64264000,926410232.60450582,830375
1578441600.0,2020-01-08,BTC/USDT,8145.28,8455,7870,8055.98,100231.74,824509605.4,NULL
1578355200000,2020-01-07 00:00:00,BTC/USDT,7758.90000000,8207.68000000,7723.71000000,8145.28000000,91171.68466100,724202791.14296263,685315
1578355200.0,2020-01-07,BTC/USDT,7758,8207.68,7723.71,8145.28,81794.92,649686677.69,NULL
1578268800000,2020-01-06 00:00:00,BTC/USDT,7357.64000000,7795.34000000,7346.76000000,7758.00000000,54635.69531600,413330481.22604919,449937
1578268800.0,2020-01-06,BTC/USDT,7358.75,7795.34,7346.76,7758,49697.96,375953464.58,NULL
1578182400000,2020-01-05 00:00:00,BTC/USDT,7354.19000000,7495.00000000,7318.00000000,7358.75000000,38331.08560400,284848683.78917621,329209
1578182400.0,2020-01-05,BTC/USDT,7354.11,7495,7318,7358.75,34999.35,260108976.83,NULL
1578096000000,2020-01-04 00:00:00,BTC/USDT,7345.00000000,7404.00000000,7272.21000000,7354.11000000,29987.97497700,219874240.93994811,279370
1578096000.0,2020-01-04,BTC/USDT,7344.96,7404,7272.21,7354.11,27821.23,203985069.84,NULL
1578009600000,2020-01-03 00:00:00,BTC/USDT,6965.49000000,7405.00000000,6871.04000000,7344.96000000,68428.50045100,495098582.96203543,519854
1578009600.0,2020-01-03,BTC/USDT,6965.71,7405,6871.04,7344.96,61732.73,446708892.15,NULL
1577923200000,2020-01-02 00:00:00,BTC/USDT,7200.77000000,7212.50000000,6924.74000000,6965.71000000,31951.48393200,225982341.30114030,302667
1577923200.0,2020-01-02,BTC/USDT,7200.85,7212.5,6924.74,6965.71,28711.23,203113593.58,NULL
1577836800000,2020-01-01 00:00:00,BTC/USDT,7195.24000000,7255.00000000,7175.15000000,7200.85000000,16792.38816500,121214452.11606228,194010
1577836800.0,2020-01-01,BTC/USDT,7195.23,7255,7175.15,7200.85,15863.73,114510187.0,NULL
1577750400000,2019-12-31 00:00:00,BTC/USDT,7246.00000000,7320.00000000,7145.01000000,7195.23000000,25954.45353300,187518399.34504001,251976
1577750400.0,2019-12-31,BTC/USDT,7246,7320,7145.01,7195.23,24256.85,175254678.7,NULL
1577664000000,2019-12-30 00:00:00,BTC/USDT,7388.43000000,7408.24000000,7220.00000000,7246.00000000,29605.91178200,216508875.51767525,279033
1577664000.0,2019-12-30,BTC/USDT,7388.24,7408.24,7220,7246,27565.74,201597036.76,NULL
1577577600000,2019-12-29 00:00:00,BTC/USDT,7315.36000000,7528.45000000,7288.00000000,7388.24000000,31387.10608500,231731575.82821695,283213
1577577600.0,2019-12-29,BTC/USDT,7316.14,7528.45,7288,7388.24,29020.09,214230169.76,NULL
1577491200000,2019-12-28 00:00:00,BTC/USDT,7254.77000000,7365.01000000,7238.67000000,7316.14000000,26848.98219900,196322192.43800189,272607
1577491200.0,2019-12-28,BTC/USDT,7254.74,7365.01,7238.67,7316.14,25071.48,183325442.74,NULL
1577404800000,2019-12-27 00:00:00,BTC/USDT,7202.00000000,7275.86000000,7076.42000000,7254.74000000,33642.70186100,242214722.72289035,297262
1577404800.0,2019-12-27,BTC/USDT,7202,7275.86,7076.42,7254.74,30768.07,221540289.14,NULL
1577318400000,2019-12-26 00:00:00,BTC/USDT,7205.01000000,7435.00000000,7157.12000000,7202.00000000,36259.76107600,263289798.95618758,337695
1577318400.0,2019-12-26,BTC/USDT,7204.63,7435,7157.12,7202,33167.16,240801175.78,NULL
1577232000000,2019-12-25 00:00:00,BTC/USDT,7255.77000000,7271.77000000,7128.86000000,7204.63000000,27492.04432300,198273303.10954585,289924
1577232000.0,2019-12-25,BTC/USDT,7255.77,7271.77,7128.86,7204.63,25457.83,183604082.8,NULL
1577145600000,2019-12-24 00:00:00,BTC/USDT,7317.30000000,7436.68000000,7157.04000000,7255.77000000,43629.49418800,318428019.00090993,384678
1577145600.0,2019-12-24,BTC/USDT,7317.09,7436.68,7157.04,7255.77,39505.57,288361632.68,NULL
1577059200000,2019-12-23 00:00:00,BTC/USDT,7500.71000000,7695.38000000,7265.84000000,7317.09000000,68051.99720300,510710431.76686034,530669
1577059200.0,2019-12-23,BTC/USDT,7501.44,7695.38,7265.84,7317.09,60987.27,457728969.94,NULL
1576972800000,2019-12-22 00:00:00,BTC/USDT,7131.59000000,7518.54000000,7122.47000000,7501.44000000,39137.45515000,285577206.94063478,356612
1576972800.0,2019-12-22,BTC/USDT,7132.75,7518.54,7122.47,7501.44,35292.5,257466562.27,NULL
1576886400000,2019-12-21 00:00:00,BTC/USDT,7188.01000000,7190.58000000,7105.00000000,7132.75000000,19467.17402800,139069157.08645769,212162
1576886400.0,2019-12-21,BTC/USDT,7187.83,7190.58,7105,7132.75,18190.18,129946909.27,NULL
1576800000000,2019-12-20 00:00:00,BTC/USDT,7151.31000000,7220.00000000,7079.50000000,7187.83000000,32132.06920500,229842650.42149539,312766
1576800000.0,2019-12-20,BTC/USDT,7150.3,7220,7079.5,7187.83,29759.82,212871398.4,NULL
1576713600000,2019-12-19 00:00:00,BTC/USDT,7277.83000000,7380.00000000,7038.31000000,7150.30000000,55509.04907500,397407677.05856507,439761
1576713600.0,2019-12-19,BTC/USDT,7277.83,7380,7038.31,7150.3,50624.1,362421773.68,NULL
1576627200000,2019-12-18 00:00:00,BTC/USDT,6623.84000000,7440.00000000,6435.00000000,7277.83000000,95636.65125100,654057202.15882882,714073
1576627200.0,2019-12-18,BTC/USDT,6623.82,7440,6435,7277.83,85595.89,585228255.75,NULL
1576540800000,2019-12-17 00:00:00,BTC/USDT,6891.44000000,6942.21000000,6560.00000000,6623.82000000,53865.06992900,364087469.82227792,454097
1576540800.0,2019-12-17,BTC/USDT,6891.72,6942.21,6560,6623.82,48961.97,331013406.25,NULL
1576454400000,2019-12-16 00:00:00,BTC/USDT,7119.60000000,7150.00000000,6836.00000000,6891.72000000,43863.99305900,307508569.89251376,371202
1576454400.0,2019-12-16,BTC/USDT,7118.59,7150,6836,6891.72,39497.8,276979882.66,NULL
1576368000000,2019-12-15 00:00:00,BTC/USDT,7064.14000000,7200.30000000,7008.35000000,7118.59000000,26395.77813700,187402764.56353110,262651
1576368000.0,2019-12-15,BTC/USDT,7064.05,7200.3,7008.35,7118.59,24422.47,173388488.78,NULL
1576281600000,2019-12-14 00:00:00,BTC/USDT,7257.37000000,7271.77000000,7012.00000000,7064.05000000,29561.98596700,211004228.01585397,276819
1576281600.0,2019-12-14,BTC/USDT,7258.48,7271.77,7012,7064.05,27222.69,194322690.01,NULL
1576195200000,2019-12-13 00:00:00,BTC/USDT,7197.76000000,7309.05000000,7190.76000000,7258.48000000,27609.87379500,199836160.23365225,252135
1576195200.0,2019-12-13,BTC/USDT,7198.08,7309.05,7190.76,7258.48,25590.86,185220243.76,NULL
1576108800000,2019-12-12 00:00:00,BTC/USDT,7210.00000000,7295.00000000,7080.30000000,7198.08000000,42288.60093200,303657479.49269097,331414
1576108800.0,2019-12-12,BTC/USDT,7210,7295,7080.3,7198.08,38744.76,278210360.99,NULL
1576022400000,2019-12-11 00:00:00,BTC/USDT,7224.15000000,7275.50000000,7125.66000000,7210.00000000,30093.09194400,217095653.86658926,268269
1576022400.0,2019-12-11,BTC/USDT,7224.13,7275.5,7125.66,7210,27874.05,201092209.89,NULL
1575936000000,2019-12-10 00:00:00,BTC/USDT,7338.64000000,7407.60000000,7157.10000000,7224.13000000,49723.76214000,363127435.39551666,439637
1575936000.0,2019-12-10,BTC/USDT,7338.64,7407.6,7157.1,7224.13,45187.19,330005517.27,NULL
1575849600000,2019-12-09 00:00:00,BTC/USDT,7510.11000000,7650.00000000,7273.00000000,7338.64000000,46621.88749300,347471155.48268330,359648
1575849600.0,2019-12-09,BTC/USDT,7510.11,7650,7273,7338.64,42385.3,315932460.71,NULL
1575763200000,2019-12-08 00:00:00,BTC/USDT,7487.31000000,7564.00000000,7374.86000000,7510.11000000,29856.89763100,223314325.61846468,257514
1575763200.0,2019-12-08,BTC/USDT,7488.21,7564,7374.86,7510.11,27712.74,207276549.69,NULL
1575676800000,2019-12-07 00:00:00,BTC/USDT,7527.80000000,7619.62000000,7470.16000000,7488.21000000,31498.68417300,237000924.85530462,263592
1575676800.0,2019-12-07,BTC/USDT,7527.47,7619.62,7470.16,7488.21,29505.47,221999827.13,NULL
1575590400000,2019-12-06 00:00:00,BTC/USDT,7389.00000000,7590.03000000,7305.00000000,7527.47000000,48189.08794400,356905919.01555993,367854
1575590400.0,2019-12-06,BTC/USDT,7389,7590.03,7305,7527.47,44263.35,327777514.6,NULL
1575504000000,2019-12-05 00:00:00,BTC/USDT,7194.59000000,7485.00000000,7150.00000000,7389.00000000,59306.67885500,434738864.78401241,430359
1575504000.0,2019-12-05,BTC/USDT,7194.32,7485,7150,7389,54542.99,399811623.8,NULL
1575417600000,2019-12-04 00:00:00,BTC/USDT,7292.71000000,7750.00000000,7067.00000000,7194.32000000,83147.14914200,608623482.75992315,516158
1575417600.0,2019-12-04,BTC/USDT,7292.71,7750,7067,7194.32,75289.06,550966803.51,NULL
1575331200000,2019-12-03 00:00:00,BTC/USDT,7294.42000000,7400.00000000,7241.35000000,7292.71000000,33149.47748700,242379261.10434754,265391
1575331200.0,2019-12-03,BTC/USDT,7294.28,7400,7241.35,7292.71,30874.84,225746865.26,NULL
1575244800000,2019-12-02 00:00:00,BTC/USDT,7391.50000000,7420.56000000,7151.10000000,7294.28000000,46330.25604000,337889295.51018099,326881
1575244800.0,2019-12-02,BTC/USDT,7390.89,7420.56,7151.1,7294.28,42953.43,313290088.2,NULL
1575158400000,2019-12-01 00:00:00,BTC/USDT,7540.63000000,7541.85000000,7210.00000000,7390.89000000,60769.34231300,446524917.20597040,420573
1575158400.0,2019-12-01,BTC/USDT,7541.89,7541.89,7210,7390.89,55963.07,411216078.92,NULL
1575072000000,2019-11-30 00:00:00,BTC/USDT,7740.99000000,7810.00000000,7441.00000000,7541.89000000,46989.43361900,358749026.36075541,346506
1575072000.0,2019-11-30,BTC/USDT,7739.68,7810,7441,7541.89,43649.46,333265298.06,NULL
1574985600000,2019-11-29 00:00:00,BTC/USDT,7418.52000000,7850.00000000,7362.30000000,7739.68000000,60745.30087300,463006956.68515143,412929
1574985600.0,2019-11-29,BTC/USDT,7419.49,7850,7362.3,7739.68,55883.83,425900041.87,NULL
1574899200000,2019-11-28 00:00:00,BTC/USDT,7507.90000000,7643.00000000,7360.00000000,7419.49000000,56933.98110900,427572714.94560073,388953
1574899200.0,2019-11-28,BTC/USDT,7508.52,7643,7360,7419.49,52819.31,396692520.97,NULL
1574812800000,2019-11-27 00:00:00,BTC/USDT,7154.75000000,7655.00000000,6840.00000000,7508.52000000,92452.87349000,671646609.16955084,582055
1574812800.0,2019-11-27,BTC/USDT,7156.14,7655,6840,7508.52,83809.93,608828576.23,NULL
1574726400000,2019-11-26 00:00:00,BTC/USDT,7109.99000000,7340.00000000,7017.48000000,7156.14000000,65722.39769000,469602476.91268085,433933
1574726400.0,2019-11-26,BTC/USDT,7109.57,7340,7017.48,7156.14,60968.73,435622913.46,NULL
1574640000000,2019-11-25 00:00:00,BTC/USDT,6900.23000000,7377.69000000,6515.00000000,7109.57000000,119645.73519700,831628458.30490691,679721
1574640000.0,2019-11-25,BTC/USDT,6903.28,7377.69,6515,7109.57,108525.89,754412574.28,NULL
1574553600000,2019-11-24 00:00:00,BTC/USDT,7311.10000000,7330.39000000,6861.00000000,6903.28000000,67890.20648300,481922941.32697582,446014
1574553600.0,2019-11-24,BTC/USDT,7311.57,7330.39,6861,6903.28,62299.87,442318585.4,NULL
1574467200000,2019-11-23 00:00:00,BTC/USDT,7268.23000000,7344.48000000,7080.01000000,7311.57000000,50449.89475500,364446217.37376043,414045
1574467200.0,2019-11-23,BTC/USDT,7268.23,7344.48,7080.01,7311.57,47009.84,339596066.07,NULL
1574380800000,2019-11-22 00:00:00,BTC/USDT,7627.79000000,7750.00000000,6790.00000000,7268.23000000,126603.14025900,917881536.26208392,817604
1574380800.0,2019-11-22,BTC/USDT,7627.74,7750,6790,7268.23,112866.99,818575809.34,NULL
1574294400000,2019-11-21 00:00:00,BTC/USDT,8098.56000000,8134.73000000,7500.00000000,7627.74000000,58418.78026100,455166676.27818021,430062
1574294400.0,2019-11-21,BTC/USDT,8098.01,8134.73,7500,7627.74,53008.6,413133154.79,NULL
1574208000000,2019-11-20 00:00:00,BTC/USDT,8133.83000000,8264.29000000,8038.40000000,8098.01000000,32466.23098000,263387575.48592199,288843
1574208000.0,2019-11-20,BTC/USDT,8133.64,8264.29,8038.4,8098.01,30269.17,245542079.62,NULL
1574121600000,2019-11-19 00:00:00,BTC/USDT,8186.50000000,8218.63000000,8003.00000000,8133.64000000,43556.06102500,353463792.04443395,357382
1574121600.0,2019-11-19,BTC/USDT,8187.17,8218.63,8003,8133.64,40268.68,326811716.57,NULL
1574035200000,2019-11-18 00:00:00,BTC/USDT,8502.87000000,8503.52000000,8060.00000000,8187.17000000,43017.69094000,358706174.82521841,366263
1574035200.0,2019-11-18,BTC/USDT,8502.4,8503.52,8060,8187.17,39467.55,329185066.72,NULL
1573948800000,2019-11-17 00:00:00,BTC/USDT,8490.74000000,8635.00000000,8350.68000000,8502.40000000,27009.03708200,229995700.81158423,259594
1573948800.0,2019-11-17,BTC/USDT,8491.02,8635,8350.68,8502.4,24922.3,212250256.83,NULL
1573862400000,2019-11-16 00:00:00,BTC/USDT,8471.62000000,8543.00000000,8400.00000000,8491.02000000,20902.29975200,177222838.38564817,231473
1573862400.0,2019-11-16,BTC/USDT,8471.73,8543,8400,8491.02,19627.54,166423651.49,NULL
1573776000000,2019-11-15 00:00:00,BTC/USDT,8646.38000000,8790.00000000,8400.00000000,8471.73000000,46087.41775100,394708981.31557231,423919
1573776000.0,2019-11-15,BTC/USDT,8646.68,8790,8400,8471.73,42189.03,361320610.31,NULL
1573689600000,2019-11-14 00:00:00,BTC/USDT,8777.54000000,8800.00000000,8582.60000000,8646.68000000,33468.46896100,290104306.95303317,337019
1573689600.0,2019-11-14,BTC/USDT,8777.12,8800,8582.6,8646.68,30941.25,268210060.81,NULL
1573603200000,2019-11-13 00:00:00,BTC/USDT,8821.91000000,8844.99000000,8702.00000000,8777.12000000,26810.11691800,235060554.12410157,281593
1573603200.0,2019-11-13,BTC/USDT,8821.94,8844.99,8702,8777.12,25115.33,220199619.87,NULL
1573516800000,2019-11-12 00:00:00,BTC/USDT,8733.36000000,8888.00000000,8567.60000000,8821.94000000,40366.62947100,352675938.43059302,406765
1573516800.0,2019-11-12,BTC/USDT,8733.27,8888,8567.6,8821.94,37072.73,323934400.67,NULL
1573430400000,2019-11-11 00:00:00,BTC/USDT,9040.16000000,9072.32000000,8618.68000000,8733.27000000,44888.05354500,394585996.32928712,415982
1573430400.0,2019-11-11,BTC/USDT,9039.47,9072.32,8618.68,8733.27,41436.65,364270120.35,NULL
1573344000000,2019-11-10 00:00:00,BTC/USDT,8809.18000000,9147.19000000,8750.00000000,9039.47000000,34422.02979700,307316853.90375426,375946
1573344000.0,2019-11-10,BTC/USDT,8809.41,9147.19,8750,9039.47,31595.96,282028213.04,NULL
1573257600000,2019-11-09 00:00:00,BTC/USDT,8773.74000000,8880.00000000,8724.88000000,8809.41000000,29469.48140500,259733491.82990895,326730
1573257600.0,2019-11-09,BTC/USDT,8773.73,8880,8724.88,8809.41,27538.74,242717611.13,NULL
1573171200000,2019-11-08 00:00:00,BTC/USDT,9214.00000000,9261.00000000,8696.00000000,8773.73000000,62107.28924300,555589995.99358589,567331
1573171200.0,2019-11-08,BTC/USDT,9216.2,9261,8696,8773.73,56517.43,505609298.36,NULL
1573084800000,2019-11-07 00:00:00,BTC/USDT,9339.16000000,9375.00000000,9101.00000000,9216.20000000,39117.47085300,361217475.05834649,401984
1573084800.0,2019-11-07,BTC/USDT,9339.05,9375,9101,9216.2,28015.56,258787229.58,NULL
1572998400000,2019-11-06 00:00:00,BTC/USDT,9307.73000000,9440.91000000,9250.01000000,9339.05000000,37336.17037200,348607499.83121694,402997
1572998400.0,2019-11-06,BTC/USDT,9308.66,9440.91,9250.01,9339.05,34728.86,324254783.43,NULL
1572912000000,2019-11-05 00:00:00,BTC/USDT,9392.40000000,9454.95000000,9175.76000000,9308.66000000,45935.87366500,428156963.07854693,492885
1572912000.0,2019-11-05,BTC/USDT,9393.35,9454.95,9175.76,9308.66,42441.58,395605737.7,NULL
1572825600000,2019-11-04 00:00:00,BTC/USDT,9196.46000000,9513.68000000,9115.84000000,9393.35000000,45894.45627700,426792003.17490647,453749
1572825600.0,2019-11-04,BTC/USDT,9194.71,9513.68,9115.84,9393.35,42370.15,393950088.13,NULL
1572739200000,2019-11-03 00:00:00,BTC/USDT,9289.85000000,9362.57000000,9066.14000000,9194.71000000,27894.37827900,256664259.66219141,326024
1572739200.0,2019-11-03,BTC/USDT,9289.52,9362.57,9066.14,9194.71,25927.76,238575220.35,NULL
1572652800000,2019-11-02 00:00:00,BTC/USDT,9231.40000000,9373.74000000,9186.21000000,9289.52000000,28923.06082800,268119579.73009112,325421
1572652800.0,2019-11-02,BTC/USDT,9231.61,9373.74,9186.21,9289.52,26942.52,249752424.18,NULL
1572566400000,2019-11-01 00:00:00,BTC/USDT,9140.86000000,9279.00000000,9030.00000000,9231.61000000,43594.81411500,398803069.00908462,478002
1572566400.0,2019-11-01,BTC/USDT,9140.85,9279,9030,9231.61,40389.64,369467414.56,NULL
1572480000000,2019-10-31 00:00:00,BTC/USDT,9154.02000000,9405.00000000,8913.00000000,9140.85000000,54376.02490200,498152743.73480882,490183
1572480000.0,2019-10-31,BTC/USDT,9154.72,9405,8913,9140.85,49351.8,452162782.34,NULL
1572393600000,2019-10-30 00:00:00,BTC/USDT,9407.62000000,9409.84000000,9001.01000000,9154.72000000,55241.78643400,506584830.03133233,524035
