Time,bit-x,bitfinex,bitstamp,cex.io,coinbase,exmo,gemini,itbit,kraken,MinerRevenue,USDT_marketcap,USDT_price,BTC_marketcap,BTC_price,USDC_marketcap,USDC_price,USDT_supply,forward_1_day_bitstamp_return,last_1_days_USDT_supply_increase,1_day_MinerRevenue,forward_7_day_bitstamp_return,last_7_days_USDT_supply_increase,7_day_MinerRevenue,forward_14_day_bitstamp_return,last_14_days_USDT_supply_increase,14_day_MinerRevenue,forward_21_day_bitstamp_return,last_21_days_USDT_supply_increase,21_day_MinerRevenue,forward_30_day_bitstamp_return,last_30_days_USDT_supply_increase,30_day_MinerRevenue,forward_45_day_bitstamp_return,last_45_days_USDT_supply_increase,45_day_MinerRevenue,forward_60_day_bitstamp_return,last_60_days_USDT_supply_increase,60_day_MinerRevenue,forward_180_day_bitstamp_return,last_180_days_USDT_supply_increase,180_day_MinerRevenue,forward_365_day_bitstamp_return,last_365_days_USDT_supply_increase,365_day_MinerRevenue,mtgox,coinbase/bitfinex,bitfinex-coinbase,google trends,google trends isPartial
2013-05-08,,112.922573121847,112.993842593726,,,,,,,500229.16755516396,,,,,,,,-0.012548184465236756,,500229.1675551636,-0.03157281844555204,,3140008.346685418,0.04608277423160323,,7319176.921376882,0.12860432380259512,,10787648.336653236,0.0019111386330619151,,16067422.26145725,-0.10974920860296122,,23117138.43184385,-0.40470107212031137,,27209164.93608363,0.9244130717413601,,37977030.493439265,2.9303296401340093,,54781492.439713314,113.2,,,,
2013-05-09,,111.757008475078,111.575975013424,,,,,,,483620.704262083,,,,,,,,0.031447940683806186,,483620.7042620826,-0.007942930485558164,,3213690.288791201,0.0797931593516692,,7087547.966048849,0.15633006291067963,,10889102.324384999,-0.01718360373714256,,15700390.077038035,-0.10128228664706174,,23324041.840561222,-0.3361601207784408,,27451571.206049595,1.1156149848142487,,38360994.50469574,3.012306171801437,,55218114.12032807,112.799,,,,
2013-05-10,,116.499351083666,115.084809657384,,,,,,,491810.29977081704,,,,,,,,0.006473193176700143,,491810.29977081664,-0.0029163754294263544,,3339225.2776312334,0.09235214063301078,,6959428.8949566465,0.10924343812982396,,10994594.139482345,-0.13301898438737858,,14969660.401239231,-0.13841418751991186,,23528996.722059436,-0.3593756170619915,,27747269.025279675,1.219382255175491,,38735936.95665315,2.9364194925840974,,55673923.07259454,117.7,,,,
2013-05-11,,116.02306357398999,115.829775862,,,,,,,558237.023049608,,,,,,,,-0.0056472102326375895,,558237.0230496075,0.013686805655842571,,3486320.405522385,0.11008714245244722,,6995027.811406384,0.10689900451169021,,11089492.427443603,-0.1131233238642888,,14870076.211156847,-0.1409436160694847,,23808614.487101946,-0.33008632880488453,,28132246.3246174,1.439604344641523,,39209260.94034502,2.840279863506216,,56193589.57375293,115.64,,,,
2013-05-12,,115.22381002635099,115.175660766508,,,,,,,521616.294996101,,,,,,,,0.006978882145807663,,521616.2949961006,0.022722771968676447,,3537263.6915222183,0.12372140647545282,,6937374.616724901,0.07546648094432751,,11013829.56383998,-0.0793955213864952,,14831877.327840418,-0.14442056083742172,,23914082.051350534,-0.2521375490225606,,28466330.11030582,1.7303893343476369,,39643494.826714054,2.8171222730015026,,56677498.05514861,114.82002,,,2.5317056754548486,False
2013-05-13,,116.574873918665,115.97945812906299,,,,,,,542208.264689061,,,,,,,,-0.0028971900687193575,,542208.2646890606,0.01161635373576897,,3580270.51731368,0.11365777809272903,,6848173.097375792,0.03653586335218595,,11077375.73922301,-0.07053813849992396,,14857293.207388457,-0.1559088200560924,,24043933.161994223,-0.20512487895241638,,28781200.986164063,1.945908048225836,,40081499.881995186,2.781065558720936,,57179142.91146917,117.97968,,,,
2013-05-14,,117.39790369010299,115.64344359479601,,,,,,,490866.124125639,,,,,,,,-0.053761241324940756,,490866.1241256386,0.018149694630370083,,3588587.878448474,0.08862304117476305,,6786762.902469739,0.051239566660064684,,11007870.86279495,-0.07776099724619978,,14940187.658616096,-0.20520067082495164,,24130505.27768922,-0.22742319175844516,,29048642.47837198,1.628212611614924,,40481195.39821845,2.836289568888141,,57631032.91279481,111.4,,,,
2013-05-15,,110.44831415719601,109.426308516049,,,,,,,401574.21200512,,,,,,,,0.011545909764466789,,401574.21200511965,0.08018733277654211,,3489932.92289843,0.1653992631547605,,6629941.269583839,0.10259631483667775,,10809109.84427532,-0.08479102550361728,,14899232.270924216,-0.17765987774749759,,24123046.094596162,-0.16093953012475215,,29234155.158305053,2.032737577209347,,40764387.57248733,3.0982501066358203,,57994118.02268422,114.22,,,,
2013-05-16,,112.340821870784,110.689734800034,,,,,,,431451.04581065796,,,,,,,,0.03667408141774442,,431451.04581065755,0.08843855110086496,,3437763.264447005,0.16558824935005045,,6651453.553238196,0.08774830801798994,,10525311.23049586,-0.09966420879748927,,15018932.714456692,-0.19543692433364335,,24046622.196680486,-0.1681336413602067,,29402979.642791014,2.158697218690514,,41098738.597530484,3.0494086120300317,,58392670.30175616,118.21,,,,
2013-05-17,,115.56076997712499,114.749179146199,,,,,,,490901.81071408,,,,,,,,0.023232726952995497,,490901.8107140796,0.0955471674740096,,3436854.775390268,0.11248787042065356,,6776080.0530214915,-0.01341525635344809,,10396283.670346921,-0.12923350230596076,,15199934.116076414,-0.23645690299507638,,24006224.503645528,-0.1925213955721764,,29647991.657061756,2.2858846915142634,,41474643.77985183,2.913636731335649,,58852911.307483956,123.49997,,,,
2013-05-18,,117.45528201523399,117.41511549338301,,,,,,,482993.881621561,,,,,,,,0.003216413384912631,,482993.88162156055,0.09509873883998576,,3361611.633962221,0.09195364715785193,,6847932.039484597,-0.06605978956442049,,10356639.445368612,-0.14869366048179145,,15300761.281167654,-0.2673952831477133,,23955679.685066864,-0.22309334854205565,,29896313.93272134,2.492879569479445,,41857961.581484385,2.8138174440695156,,59298110.65319067,123.211,,,,
2013-05-19,,118.10264888115499,117.792771042447,,,,,,,499066.53705956705,,,,,,,,-0.0039565628480381365,,499066.5370595666,0.09875465500035796,,3339061.876025687,0.05157185350837801,,6876325.567547896,-0.15295018297524154,,10276436.492750594,-0.11847090658804738,,15413509.333553752,-0.28113184447860884,,23920612.24007421,-0.28436331137248416,,30076159.055503186,2.5638281980253623,,42205899.005206004,2.7915836453654244,,59755704.81853627,122.5,,,2.131962674067241,False
2013-05-20,,118.079144803587,117.32671654077299,,,,,,,398718.88392834604,,,,,,,,0.003542417733377601,,398718.88392834563,0.10086968639853855,,3195572.495264972,0.024633359795333876,,6775843.012578644,-0.12443874981930692,,10043745.59264077,-0.10236696388651767,,15348889.482393747,-0.3363035128495845,,23712876.34244644,-0.27790334629849,,30078991.97527785,2.672455563491108,,42501262.93434272,2.995086218530699,,60116797.65303177,122.02,,,,
2013-05-21,,117.743894858869,117.742336782046,,,,,,,484764.271129384,,,,,,,,0.003894737967846451,,484764.27112938365,0.06921707772055807,,3189470.6422687173,0.03250000683024079,,6778058.520717182,-0.09946386298420029,,9976233.544738464,-0.10044629450492104,,15236374.594923407,-0.38081725012766,,23605857.529483527,-0.2669218043779662,,30114345.644248504,2.900252453853924,,42877423.65621235,3.2005925699852042,,60567984.596404605,122.89001,,,,
2013-05-22,,118.24048354670201,118.200912331534,,,,,,,490813.62015767104,,,,,,,,0.019272797400788466,,490813.62015767064,0.07888625221996182,,3278710.0504212687,0.02074545903305025,,6768642.97331969,-0.08800633665117485,,9908651.320005115,-0.14131516605267147,,15248526.125775047,-0.43419237673797106,,23492835.462763503,-0.27839356527077275,,30213311.12527251,3.5255928031401336,,43248989.1097275,3.332924447952755,,61028149.16652991,123.8,,,,
2013-05-23,,120.472129674379,120.47897456748801,,,,,,,548198.01918393,,,,,,,,0.04344462288866846,,548198.0191839297,0.07088107837705215,,3395457.0237945407,-0.0006341589813931847,,6833220.288241536,-0.1147758811962829,,10046910.577032745,-0.1650588150075225,,15236353.144405277,-0.4416858742819737,,23384263.253960885,-0.28562693878999457,,30433979.424347475,4.1198006860912555,,43683139.72537391,3.4084611099441906,,61535708.428301565,126.3,,,,
2013-05-24,,125.738894865045,125.71313818358601,,,,,,,560565.063706746,,,,,,,,0.02281389801741085,,560565.0637067456,0.015463234673595894,,3465120.2767872065,-0.09945936337792849,,6901975.0521774655,-0.2033613904885081,,10241200.329808706,-0.2023482463483547,,15196582.977587273,-0.4108127213499948,,23094175.42898633,-0.31200913867911484,,30717827.19250951,3.258256825509412,,44123634.08578606,3.155444308642082,,62061201.77294062,133.1,,,,
2013-05-25,,128.556189788979,128.58114489755502,,,,,,,570425.2504768929,,,,,,,,0.006565586357141218,,570425.2504768925,-0.002871970874028573,,3552551.6456425386,-0.14716346817741566,,6914163.279604751,-0.22494133927190052,,10400483.685127143,-0.22884930514676938,,15051758.568474049,-0.42661783552293053,,22442060.703893602,-0.3198035152865647,,31001397.0247138,4.1062816606561405,,44566933.527427875,3.3817211344501974,,62600006.090306334,131.986,,,,
2013-05-26,,129.44485468642,129.42535550828,,,,,,,548644.8134716729,,,,,,,,-0.0020392438779287536,,548644.8134716725,-0.04294207198782196,,3602129.9220546447,-0.22908193092070905,,6941191.798080322,-0.22797398974879235,,10478455.489602547,-0.23118381237804675,,14980474.011082703,-0.4004578926850575,,22332884.304233283,-0.3114421794617436,,31271422.580178373,4.722419643197916,,44999650.57385788,3.5015830405513384,,63107369.23328504,133.5,,,1.865467339808836,False
2013-05-27,,129.208343861696,129.161425644411,,,,,,,613984.679019405,,,,,,,,-0.02531180164674396,,613984.6790194047,-0.06925099995496253,,3817395.7171457033,-0.20466403880638695,,7012968.212410667,-0.22611389835565165,,10593238.729724353,-0.23706380018535866,,15071820.583502239,-0.3331170546930704,,22387053.804940157,-0.30201509508892344,,31469258.528450266,5.451361582467991,,45496462.539704785,3.4508711540475856,,63666911.626861535,129.76999,,,,
2013-05-28,,125.760200953861,125.892117258089,,,,,,,545731.970206464,,,,,,,,0.012973187613579906,,545731.9702064637,-0.03434014631396809,,3878363.4162227833,-0.15776117331044304,,7067834.058491492,-0.17518461894914172,,10656421.936939972,-0.22237198171257566,,15038283.064031117,-0.26771280182398693,,22415993.3900056,-0.2936520848726917,,31602633.344611358,5.377256651567931,,45972009.6280874,3.5652804645851273,,64174941.67867515,128.99996,,,,
2013-05-29,,127.54741418044901,127.525339314349,,,,,,,568010.48119275,,,,,,,,0.011709946433178908,,568010.4811927497,-0.053889641347527384,,3955560.2772578625,-0.15468969831410084,,7234270.327679122,-0.17415364388001342,,10724203.250577558,-0.2792543671178107,,14974883.761185698,-0.29940635306761365,,22576032.19830035,-0.2971680478712371,,31766349.817373462,5.364459170139306,,46491459.61262185,3.4681866135601327,,64708290.51661738,132.25,,,,
2013-05-30,,128.945357090568,129.018654206593,,,,,,,604999.863556893,,,,,,,,-0.010553390702244925,,604999.8635568925,-0.06678167987320172,,4012362.121630825,-0.17336841907292166,,7407819.145425357,-0.17906789528016476,,10845582.409872368,-0.3025377262218457,,15027607.3057109,-0.28835647523365615,,22738502.46216024,-0.2816464969136735,,31962316.285832178,5.537766275627268,,47015264.32455872,3.6138528249608575,,65275775.83169537,128.79901,,,,
2013-05-31,,127.634445815657,127.65706994087299,,,,,,,582560.64343211,,,,,,,,0.004345968882444096,,582560.6434321095,-0.11317258382915685,,4034357.701356189,-0.21549241537281416,,7499477.978143387,-0.20492197709976734,,10936332.753533661,-0.30237413786281286,,15051772.104251992,-0.2786998270479103,,23009312.503314167,-0.26281394116803625,,32037001.985537954,6.247101459488185,,47535041.683332175,3.872751974802079,,65813195.93179213,128.81505,,,,
2013-06-01,,128.23189230789498,128.21186359446,,,,,,,750633.183040245,,,,,,,,-0.03388376783296143,,750633.1830402446,-0.14470709185646424,,4214565.633919541,-0.22270898210787027,,7767117.27956207,-0.21541692810708357,,11128728.913524298,-0.3166315412028108,,15392466.525135936,-0.27730941241684914,,23450045.277260054,-0.23052743265666253,,32256335.66482916,6.718562264490021,,48224826.63861536,4.035698779693472,,66522580.01684415,129.3,,,,
2013-06-02,,123.925471975696,123.867562574994,,,,,,,675526.408385166,,,,,,,,-0.02947256518313046,,675526.4083851655,-0.19449173710885193,,4341447.228833034,-0.19333408390993023,,7943577.150887669,-0.19046356411123677,,11282639.026913363,-0.3055577614346823,,15701717.622590318,-0.2635635810361273,,23743404.9691149,-0.21382000986331506,,32398323.3730141,7.5456448569432215,,48858508.655160785,4.14748129446456,,67146945.41202722,122.5,,,1.7322196726796333,False
2013-06-03,,120.302516379962,120.216867762927,,,,,,,745211.301891144,,,,,,,,0.011247138558046599,,745211.3018911434,-0.14548824532164095,,4472673.851704773,-0.16853404988143827,,8290069.568850466,-0.175195286003355,,11485642.064115446,-0.2956273638735527,,16035787.029323006,-0.2987936702916516,,24102297.786332574,-0.19440695707706945,,32609400.692853026,8.457283201455693,,49545629.71255437,4.542752655561315,,67850072.85891443,120.73716,,,,
2013-06-04,,121.383341805935,121.568963531671,,,,,,,674785.549424747,,,,,,,,-0.007534151720026694,,674785.5494247464,-0.1278100425583223,,4601727.430923056,-0.14585308905361916,,8480090.84714583,-0.18149908074548105,,11669561.489414554,-0.3594637368384147,,16239899.569751484,-0.3031014911811244,,24313744.60066897,-0.2102120469188271,,32677731.460721653,7.3531877352781425,,50160607.44249947,4.2859078380284945,,68451663.83094491,121.39997,,,,
2013-06-05,,120.58780190856501,120.653044515977,,,,,,,584174.0862406071,,,,,,,,-0.002075975565182131,,584174.0862406064,-0.10654154247940073,,4617891.035970913,-0.12711413783036463,,8573451.313228766,-0.18326199194468507,,11852161.36365004,-0.3957547929472399,,16324872.217094492,-0.2846070304916818,,24300639.528309852,-0.20264648236946492,,32670122.462869965,7.393970595332963,,50690651.62266313,4.412892872974741,,68993828.93461533,121.90001,,,,
2013-06-06,,120.147625854885,120.402571743697,,,,,,,599441.449617454,,,,,,,,-0.059739440345206285,,599441.4496174532,-0.11421415214527486,,4612332.6220314745,-0.12032148639313733,,8624694.74366229,-0.1869173868660271,,12020151.767456837,-0.4445386314830956,,16441764.9037211,-0.29158872859569696,,24421418.888621274,-0.19052646518601535,,32665728.225609723,7.694252450017704,,51224830.33877762,4.453817544327756,,69547912.0368441,118.9699,,,,
2013-06-07,,114.380922644438,113.209789491605,,,,,,,483513.334941159,,,,,,,,-0.03136735643926192,,483513.3349411582,-0.1153773887431846,,4513285.313540524,-0.10345800276086126,,8547643.014896704,-0.18811498718092579,,12012763.291683916,-0.40583660074697514,,16425049.071107093,-0.23975714238386558,,24344561.223008733,-0.1339400775878813,,32492471.332564335,8.651149850889631,,51659849.66020875,4.762681631074331,,69986086.90431707,111,,,,
2013-06-08,,109.704614050035,109.658697672208,,,,,,,548843.443383695,,,,,,,,-0.09011918546948605,,548843.4433836942,-0.0911990377901224,,4311495.573883973,-0.08267324045057178,,8526061.207803506,-0.17940258426456013,,12078612.853446051,-0.32455351605264315,,16490271.810228704,-0.21128472201255433,,24293069.43586768,-0.10981643139627406,,32190661.88726673,8.515031595325535,,52143571.090314254,4.977957503199032,,70492299.54737268,107.89242,,,,
2013-06-09,,99.8831654020002,99.776345158344,,,,,,,460210.694516245,,,,,,,,0.02956994917992617,,460210.6945162442,0.0014371711033311918,,4096179.8600150524,0.005000784204443942,,8437627.088848079,-0.10743500040940168,,12039757.010902729,-0.2610860314105794,,16458672.20497413,-0.12343509254676555,,24038030.470793806,-0.04376069743452693,,31428332.606213354,8.455510536835357,,52535420.11692529,5.510082814215317,,70899927.87144202,100.43743,,,1.7322196726796333,False
2013-06-10,,102.793097285353,102.726726614035,,,,,,,494760.665586696,,,,,,,,0.032167894605438896,,494760.66558669525,-0.02696955826953118,,3845729.2237106045,-0.034764929234818887,,8318403.075415371,-0.14709689959018812,,12135798.792561078,-0.24463717535784613,,16395195.847511217,-0.1324863193003296,,23912861.76551748,-0.09031512959237065,,31265272.05866806,6.044670130489624,,52973785.41217151,5.3221671146137774,,71333171.376293,106.35001,,,,
2013-06-11,,106.043965204379,106.031229128917,,,,,,,503842.471436412,,,,,,,,0.016667296361747352,,503842.47143641126,-0.02068706058966918,,3674786.145722269,-0.0615565883659569,,8276513.576645318,-0.18874025938506078,,12154876.992868105,-0.18763978630239453,,16377422.023951527,-0.1497530856029028,,23894066.13035402,-0.12202348108410599,,31209299.351791937,5.931583249638369,,53418534.62029834,5.021963548320207,,71792664.5164326,109,,,,
2013-06-12,,107.797546262529,107.79848304840901,,,,,,,601654.17478696,,,,,,,,-0.010645687398157966,,601654.1747869593,-0.023025799552062076,,3692266.2342686215,-0.085869072948493,,8310157.270239529,-0.21448363967226391,,12265717.547497395,-0.14480071321622634,,16436867.934049424,-0.17509382282976182,,23916450.815463394,-0.12965227346127017,,31294161.141437873,7.016800795306532,,53981026.921894275,4.721055809380326,,72343469.16017763,108.77592,,,,
2013-06-13,,106.66341077254499,106.65089409588002,,,,,,,517965.950830181,,,,,,,,-0.060974214525907455,,517965.95083018043,-0.0068948203029590704,,3610790.735481349,-0.0820776657211576,,8223123.357512818,-0.26986707165344126,,12235485.479143646,-0.16228135447032155,,16463967.760753965,-0.1596049528135255,,23803006.982255407,-0.11692654562928939,,31404155.419370055,7.795119283304608,,54455642.111848764,4.525693827165343,,72814545.79888746,103.949,,,,
2013-06-14,,100.18357573367399,100.147939599898,,,,,,,486999.09574594896,,,,,,,,-0.004892857932683792,,486999.0957459484,0.013473978429501265,,3614276.496286139,-0.08222443956570402,,8127561.809826656,-0.27203670733155394,,12161919.511182848,-0.08320340680994465,,16549392.644494794,-0.07455907147905128,,23737729.75896966,-0.04229088891082711,,31448624.915419,8.068055223791644,,54901342.205939956,4.698461558845833,,73247032.96780297,100,,,,
2013-06-15,,99.65659512443399,99.6579299591847,,,,,,,455754.838637432,,,,,,,,0.0026270952981273243,,455754.8386374315,0.009381369182113408,,3521187.891539876,-0.09705485594993024,,7832683.465423843,-0.3289146453162408,,12047249.099343387,-0.0760487733929448,,16573696.437321566,-0.05569970889130049,,23635088.752716072,-0.007641615586147399,,31592629.151778247,7.682287481238513,,55308241.25644027,4.675180756107719,,73644634.31378332,99.8,,,,
2013-06-16,,99.90951896997629,99.91974083840158,,,,,,,474220.279189203,,,,,,,,0.00036520647543536455,,474220.2791892025,0.003558498929280285,,3535197.476212834,-0.10871592812236364,,7631377.33622788,-0.3268085686707488,,11972824.565060917,-0.07268067091902863,,16557014.905796688,-0.01265244469101734,,23699370.269748975,-0.011736054118243855,,31756949.02187309,7.827702889011009,,55737099.908685476,4.968561646481721,,74060971.85433911,99.9,,,1.4657243384212282,False
2013-06-17,,99.89603148895029,99.95623217477959,,,,,,,365819.131829853,,,,,,,,0.03883222094609717,,365819.13182985253,-0.00801143585130204,,3406255.942455991,-0.12345691991611141,,7251985.166166589,-0.25898985820688347,,11724659.017871365,-0.0873947304355448,,16439840.15600498,-0.025751601429060855,,23698914.090648044,-0.02046460594614441,,31740601.437172625,7.6273487635391515,,56052189.63240434,4.96031372263124,,74360787.093018,101.95,,,,
2013-06-18,,103.89068838933599,103.83775466753,,,,,,,370930.074489898,,,,,,,,0.014239349867725126,,370930.0744898975,-0.04173285793701076,,3273343.545509477,-0.17160316384319474,,6948129.69123174,-0.28998719773595116,,11549857.122154798,-0.1881871012814238,,16311703.693435311,-0.0673346835947759,,23658702.269979488,-0.05164990597022856,,31725213.026989054,7.10302922867591,,56382229.21518735,4.857249915123596,,74651763.17838646,107.34998,,,,
2013-06-19,,105.241928454122,105.31633678571998,,,,,,,369143.30678333796,,,,,,,,0.005689701887734877,,369143.30678333744,-0.06432439399895884,,3040832.6775058554,-0.19597021091490374,,6733098.9117744705,-0.26321069693775034,,11350989.947745385,-0.19555472598468426,,16282128.116290303,-0.0883303977688592,,23557172.56776656,-0.059741857510850926,,31631017.59868404,6.487772824027966,,56704946.52660578,4.744226375676747,,74970517.7476964,108.251,,,,
2013-06-20,,105.97106708221399,105.91555534593901,,,,,,,422093.830388637,,,,,,,,-0.04171459568599056,,422093.83038863644,-0.07570481652420136,,2944960.5570643116,-0.2647979858797084,,6555751.292545654,-0.18675258159717167,,11168083.914577128,-0.1850645590764629,,16219457.675549556,-0.09169971168605684,,23480064.959257595,-0.03924973490472661,,31455832.27047295,5.4820614204649365,,57066792.19105357,4.587072019737986,,75330449.36117409,111.29,,,,
2013-06-21,,101.726861918885,101.49733077782601,,,,,,,471481.16820733,,,,,,,,-0.008911298246343624,,471481.16820732947,-0.09442612245802429,,2929442.6295256927,-0.281714865736847,,6543719.125811825,-0.09170827338138676,,11057004.439352348,-0.1596376153378174,,16200125.223599216,-0.03975114810253377,,23468997.36447408,0.021867093314446695,,31448651.34937425,4.5388897835010775,,57484244.448812686,4.803957749059663,,75747524.97421831,109.5,,,,
2013-06-22,,100.539110664601,100.592857792057,,,,,,,500599.417947664,,,,,,,,-0.003156811227338352,,500599.4179476634,-0.10544698800839492,,2974287.2088359245,-0.33515183143559535,,6495475.100375794,-0.11183115275223343,,10806970.674259769,-0.14440313395674498,,16152526.62236295,-0.025313887531947188,,23469367.61486658,0.07130678649549593,,31388879.766768213,5.120542380895848,,57932539.48366444,4.955584806875596,,76199022.93453473,108.2,,,,
2013-06-23,,100.265296040249,100.275305129189,,,,,,,505094.40528994205,,,,,,,,-0.011167913126494455,,505094.4052899414,-0.1118763153034249,,3005161.3349366635,-0.32919562531980484,,6540358.811149491,-0.0843678837785602,,10636538.671164546,-0.13747966055203054,,16097055.963946147,-0.026516342218855904,,23490841.31589444,0.110556509269359,,31293638.941533405,5.690527652887043,,58390896.496769674,4.880661735767976,,76646535.17887981,107.90001,,,1.5989720055504306,False
2013-06-24,,99.08783665235649,99.15543923277349,,,,,,,409156.990770409,,,,,,,,0.0035184067905678074,,409156.9907704083,-0.11637783764562049,,3048499.193877219,-0.25300535855568596,,6454755.136333204,-0.07136645917378848,,10300484.36004381,-0.11794609114254417,,15935787.704239663,-0.03777277933522338,,23408188.006894033,0.09063440445966076,,30987546.2727137,5.109993724710738,,58735759.22736379,4.898469564363026,,77009444.67047046,102.09,,,,
2013-06-25,,99.43465407097179,99.5043084034918,,,,,,,407676.785224876,,,,,,,,-0.009671753667198413,,407676.7852248753,-0.13552620162535778,,3085245.904612197,-0.2590659002086728,,6358589.450121668,-0.06880909457223516,,10033375.59584394,-0.10439213998855346,,15794819.675992865,-0.06085524851495683,,23257627.769069303,0.08748805355158562,,30775293.687075555,5.282231882352842,,59077762.027659915,4.708562118694529,,77357301.68113081,103.32933,,,,
2013-06-26,,98.5634335376029,98.5419272437883,,,,,,,456107.796766849,,,,,,,,-0.006542287130000601,,456107.7967668483,-0.1406960019814799,,3172210.3945957078,-0.21255903398914755,,6213043.072101558,-0.074296730742475,,9905309.306370182,-0.08513332427973008,,15636942.79374031,-0.05529623733994593,,23192119.27084005,0.12710221993815574,,30708763.37724253,5.448565446585921,,59471539.10020606,4.775862549653411,,77754906.66776869,104,,,,
2013-06-27,,97.83428089565659,97.8972376614158,,,,,,,442638.421932721,,,,,,,,-0.06112436276777422,,442638.42193272035,-0.2045809312176926,,3192754.986139792,-0.12014318267393398,,6137715.543204097,-0.1389253606458012,,9748506.278685449,-0.09166349653539574,,15533849.245466568,-0.04162602656883052,,23092549.428083707,0.14674920531779612,,30572132.309497666,5.640853747429525,,59857086.60663503,4.968356280942738,,78142021.9495017,101.73678,,,,
2013-06-28,,91.91882165893341,91.91333139263641,,,,,,,445143.52107156103,,,,,,,,-0.020972882178254437,,445143.5210715604,-0.20681774057704239,,3166417.339004023,0.0030012450050067585,,6095859.968529709,-0.07824873584480707,,9710136.464815851,-0.024854372938468372,,15410982.285345377,0.02466717323792733,,23046826.825029626,0.2713290977390854,,30385866.04653106,6.149781664698273,,60236209.116845734,5.494080010484973,,78537375.03048247,94.66,,,,
2013-06-29,,89.6740998523654,89.98564392272779,,,,,,,411720.05109895,,,,,,,,-0.010321318010644398,,411720.0510989494,-0.256781700299452,,3077537.9721553093,-0.007136709237192007,,6051825.180991227,-0.040798775962266776,,9573013.072531106,0.029953203339593282,,15217702.472887434,0.06586550954719272,,23056972.664123457,0.3159668837270495,,30245309.778598316,6.963338633652562,,60589918.33699519,5.620785066726485,,78896984.45173083,94.999,,,,
2013-06-30,,89.14135028745659,89.05687347540871,,,,,,,389942.10176063,,,,,,,,-0.016179883653169136,,389942.10176062933,-0.2446948705017663,,2962385.6686259974,0.030973649277536097,,5967547.003562653,-0.042246425225644146,,9502744.47977549,0.05670689525985084,,15025083.931215953,0.11048567627555084,,23015463.720073428,0.33094530736661953,,30076856.035467926,7.169896733120787,,60917681.72449038,5.97901147959398,,79241477.39918472,97.51,,,2.131962674067241,False
2013-07-01,,87.60590230318329,87.61594362406159,,,,,,,388930.47029171,,,,,,,,-0.018228145675242002,,388930.47029170935,-0.15462210742431626,,2942159.1481472985,0.05093962146886488,,5990658.34202451,-0.01767954195059751,,9396914.284480505,0.12599953573757516,,14663381.218467418,0.1270446138906014,,22913492.37965106,0.3794587953780941,,30055847.743603338,7.228975771230269,,61251746.94323921,6.3967330510276765,,79578154.8034659,88.05,,,,
2013-07-02,,86.04752989589659,86.0188674402084,,,,,,,335870.71093671,,,,,,,,-0.01559419958770547,,335870.7109367093,-0.14290739501369587,,2870353.0738591324,0.07717655200025964,,5955598.978471322,0.005471157573604835,,9228942.523980804,0.13210278188275648,,14323725.521018963,0.13824641250384961,,22766369.208966207,0.48882832306395385,,30025443.143609263,7.311950509156375,,61523312.29765363,6.52516740586488,,79854169.87673256,90.40502,,,,
2013-07-03,,84.5168753316067,84.6774720530374,,,,,,,440475.02812006604,,,,,,,,-0.08040087016024244,,440475.02812006534,-0.08362934674268652,,2854720.3052123496,0.07727099069958454,,6026930.69980805,0.03286553836852013,,9067763.37731391,0.14370292314750333,,14018989.247247886,0.16293675301399246,,22707777.700026706,0.5373772273913715,,30054776.276570875,7.663358940776302,,61896862.885992885,6.634252613098004,,80225010.41155587,78.89,,,,
2013-07-04,,77.8806845025049,77.86932961700359,,,,,,,367089.51583969104,,,,,,,,-0.0637645883985748,,367089.51583969034,0.10615504688996569,,2779171.39911932,0.08254211289201607,,5971926.385259104,0.14444083632782045,,8916886.94232342,0.23301052337443773,,13711293.21366283,0.2716758149447285,,22676148.33193805,0.6774175622389316,,29951192.7834143,8.351199250481926,,62212555.67633867,7.178809809647017,,80536307.5936236,80.03565,,,,
2013-07-05,,72.8762592739739,72.9040238651024,,,,,,,378835.377624899,,,,,,,,-0.08264353971108807,,378835.3776248982,0.2645280868166331,,2712863.255672658,0.16209263785825168,,5879280.594676673,0.23659464343706116,,8808723.22420237,0.3195860030395137,,13505954.505047122,0.3957857533983604,,22570219.438433565,0.7783203198723041,,29830826.7221416,9.221106964303269,,62537750.1237089,7.642068108989186,,80864896.1589562,68.50001,,,,
2013-07-06,,66.9102926921663,66.8789772737087,,,,,,,341216.607837602,,,,,,,,0.005773654070133194,,341216.6078376013,0.33589726082208293,,2642359.81241131,0.2906049601095766,,5719897.784566611,0.32962013148444536,,8694184.99340254,0.45729942835682524,,13247729.66326727,0.5508129252132701,,22420622.426113497,0.9089107751237657,,29689494.56698836,10.325132504964614,,62818929.99686187,8.458312828229229,,81146846.70819268,69.655,,,,
2013-07-07,,67.19399076803509,67.26511335305139,,,,,,,338639.273125113,,,,,,,,0.10114408620972126,,338639.27312511235,0.3649763638735448,,2591056.983775793,0.26803531098830646,,5553442.652401782,0.33247204543840847,,8558603.98733845,0.45761237312988134,,13102855.601451222,0.6021055470460803,,22211063.68005468,0.8071459158272376,,29527904.672558308,10.832645775530905,,63100236.53629035,8.316219883746669,,81415764.09708259,76.5,,,1.4657243384212282,False
