,cdd_bitfinex,cdd_bitstamp,cdd_binance
cdd_bitfinex,1.0,0.9998746544232389,0.9998519840604684
cdd_bitstamp,0.9998746544232389,1.0,0.9999938854215817
cdd_binance,0.9998519840604684,0.9999938854215817,1.0
